a	ˈa
antemovessem	ˌɐ̃ŋtɨmuvˈeseɪŋ
antemoverem	ˌɐ̃ŋtɨmuvˈeɾeɪŋ
antemoveriam	ˌɐ̃ŋtɨmˌuvɨɾˈiɐ̃ʊ̃
antemoviam	ˌɐ̃ŋtɨmuvˈiɐ̃ʊ̃
antemoveram	ˌɐ̃ŋtɨmuvˈeɾɐ̃ʊ̃
antemovam	ˌɐ̃ŋtɨmˈovɐ̃ʊ̃
antemovem	ˌɐ̃ŋtɨmˈɔveɪŋ
antemoverei	ˌɐ̃ŋtɨmˌuvɨɾˈeɪ
antemovi	ˌɐ̃ŋtɨmuvˈi
antemovei	ˌɐ̃ŋtɨmuvˈeɪ
antemoveste	ˌɐ̃ŋtɨmuvˈeʃtɨ
antemovesse	ˌɐ̃ŋtɨmuvˈesɨ
antemove	ˌɐ̃ŋtɨmˈɔvɨ
antemoveria	ˌɐ̃ŋtɨmˌuvɨɾˈiɐ
antemovia	ˌɐ̃ŋtɨmuvˈiɐ
antemovida	ˌɐ̃ŋtɨmuvˈidɐ
antemovera	ˌɐ̃ŋtɨmuvˈeɾɐ
antemova	ˌɐ̃ŋtɨmˈovɐ
antemural	ˌɐ̃ŋtɨmuɾˈɑl
antemuralha	ˌɐ̃ŋtɨmuɾˈaʎɐ
antemurar	ˌɐ̃ŋtɨmuɾˈaɹ
antemurará	ˌɐ̃ŋtɨmˌuɾɐɾˈa
antemurá	ˌɐ̃ŋtɨmuɾˈa
antemurou	ˌɐ̃ŋtɨmuɾˈow
antemurarás	ˌɐ̃ŋtɨmˌuɾɐɾˈaʃ
antemurámos	ˌɐ̃ŋtɨmuɾˈamʊʃ
antemurássemos	ˌɐ̃ŋtɨmuɾˈasɨmʊʃ
antemuraremos	ˌɐ̃ŋtɨmˌuɾɐɾˈemʊʃ
antemuremos	ˌɐ̃ŋtɨmuɾˈemʊʃ
antemuraríamos	ˌɐ̃ŋtɨmˌuɾɐɾˈiɐ̃mʊʃ
antemurávamos	ˌɐ̃ŋtɨmuɾˈavɐmʊʃ
antemuráramos	ˌɐ̃ŋtɨmuɾˈaɾɐmʊʃ
antemurarmos	ˌɐ̃ŋtɨmuɾˈaɾəmʊʃ
antemuramos	ˌɐ̃ŋtɨmuɾˈɐ̃mʊʃ
antemurados	ˌɐ̃ŋtɨmuɾˈadʊʃ
antemuraríeis	ˌɐ̃ŋtɨmˌuɾɐɾˈieɪʃ
antemuráveis	ˌɐ̃ŋtɨmuɾˈaveɪʃ
antemurásseis	ˌɐ̃ŋtɨmuɾˈaseɪʃ
antemuráreis	ˌɐ̃ŋtɨmuɾˈaɾeɪʃ
antemurareis	ˌɐ̃ŋtɨmˌuɾɐɾˈeɪʃ
antemureis	ˌɐ̃ŋtɨmuɾˈeɪʃ
antemurais	ˌɐ̃ŋtɨmuɾˈaɪʃ
antemurastes	ˌɐ̃ŋtɨmuɾˈaʃtɨʃ
antemurasses	ˌɐ̃ŋtɨmuɾˈasɨʃ
antemurardes	ˌɐ̃ŋtɨmuɾˈaɾədɨʃ
antemurares	ˌɐ̃ŋtɨmuɾˈaɾɨʃ
antemures	ˌɐ̃ŋtɨmˈuɾɨʃ
antemuravas	ˌɐ̃ŋtɨmuɾˈavɐʃ
antemurarias	ˌɐ̃ŋtɨmˌuɾɐɾˈiɐʃ
antemuradas	ˌɐ̃ŋtɨmuɾˈadɐʃ
antemuraras	ˌɐ̃ŋtɨmuɾˈaɾɐʃ
antemuras	ˌɐ̃ŋtɨmˈuɾɐʃ
antemurarão	ˌɐ̃ŋtɨmˌuɾɐɾˈɐ̃ʊ̃
antemurando	ˌɐ̃ŋtɨmuɾˈɐ̃ŋdʊ
antemurado	ˌɐ̃ŋtɨmuɾˈadʊ
antemuro	ˌɐ̃ŋtɨmˈuɾʊ
antemurassem	ˌɐ̃ŋtɨmuɾˈaseɪŋ
antemurarem	ˌɐ̃ŋtɨmuɾˈaɾeɪŋ
antemurem	ˌɐ̃ŋtɨmˈuɾeɪŋ
antemuravam	ˌɐ̃ŋtɨmuɾˈavɐ̃ʊ̃
antemurariam	ˌɐ̃ŋtɨmˌuɾɐɾˈiɐ̃ʊ̃
antemuraram	ˌɐ̃ŋtɨmuɾˈaɾɐ̃ʊ̃
antemuram	ˌɐ̃ŋtɨmˈuɾɐ̃ʊ̃
antemurarei	ˌɐ̃ŋtɨmˌuɾɐɾˈeɪ
antemurei	ˌɐ̃ŋtɨmuɾˈeɪ
antemurai	ˌɐ̃ŋtɨmuɾˈaɪ
antemuraste	ˌɐ̃ŋtɨmuɾˈaʃtɨ
antemurasse	ˌɐ̃ŋtɨmuɾˈasɨ
antemure	ˌɐ̃ŋtɨmˈuɾɨ
antemurava	ˌɐ̃ŋtɨmuɾˈavɐ
antemuraria	ˌɐ̃ŋtɨmˌuɾɐɾˈiɐ
antemurada	ˌɐ̃ŋtɨmuɾˈadɐ
antemurara	ˌɐ̃ŋtɨmuɾˈaɾɐ
antemura	ˌɐ̃ŋtɨmˈuɾɐ
antemuro	ˌɐ̃ŋtɨmˈuɾʊ
antena	ˌɐ̃ŋtˈenɐ
antenas	ˌɐ̃ŋtˈenɐʃ
antenado	ˌɐ̃ŋtɨnˈadʊ
antenadas	ˌɐ̃ŋtɨnˈadɐʃ
antenados	ˌɐ̃ŋtɨnˈadʊʃ
antenada	ˌɐ̃ŋtɨnˈadɐ
antenal	ˌɐ̃ŋtɨnˈɑl
anteniforme	ˌɐ̃ŋtɨnifˈɔɾəmɨ
anteniformes	ˌɐ̃ŋtɨnifˈoɾəmɨʃ
antenome	ˌɐ̃ŋtɨnˈomɨ
antenupcial	ˌɐ̃ŋtɨnˌupsiˈɑl
anteocular	ˌɐ̃ŋtˈiukˌulɐɹ
anteocupante	ɐ̃ŋtˌiukupˈɐ̃ŋtɨ
anteocupantes	ɐ̃ŋtˌiukupˈɐ̃ŋtɨʃ
anteocupar	ˌɐ̃ŋtˈiukˌupɐɹ
anteocupará	ˌɐ̃ŋtiˌukupɐɾˈa
anteocupá	ˌɐ̃ŋtiˌukupˈa
anteocupou	ˌɐ̃ŋtˈiukˌupuw
anteocuparás	ˌɐ̃ŋtiˌukupɐɾˈaʃ
anteocupámos	ˌɐ̃ŋtiˌukupˈamʊʃ
anteocupássemos	ɐ̃ŋtˌiukupˈasɨmʊʃ
anteocuparemos	ɐ̃ŋtˌiukˌupɐɾˈemʊʃ
anteocupemos	ɐ̃ŋtˌiukupˈemʊʃ
anteocuparíamos	ɐ̃ŋtˌiukˌupɐɾˈiɐ̃mʊʃ
anteocupávamos	ˌɐ̃ŋtiˌukupˈavɐmʊʃ
anteocupáramos	ˌɐ̃ŋtiˌukupˈaɾɐmʊʃ
anteocuparmos	ɐ̃ŋtˌiukupˈaɾəmʊʃ
anteocupamos	ɐ̃ŋtˌiukupˈɐ̃mʊʃ
anteocupados	ɐ̃ŋtˌiukupˈadʊʃ
anteocuparíeis	ˌɐ̃ŋtiˌukupɐɾˈieɪʃ
anteocupáveis	ˌɐ̃ŋtiˌukupˈaveɪʃ
anteocupásseis	ˌɐ̃ŋtiˌukupˈaseɪʃ
anteocupáreis	ˌɐ̃ŋtiˌukupˈaɾeɪʃ
anteocupareis	ˌɐ̃ŋtˈiukˌupɐɾeɪʃ
anteocupeis	ˌɐ̃ŋtˈiukˌupeɪʃ
anteocupais	ˌɐ̃ŋtˈiukˌupaɪʃ
anteocupações	ˌɐ̃ŋtˈiukˌupɐsõjʃ
anteocupastes	ɐ̃ŋtˌiukupˈaʃtɨʃ
anteocupantes	ɐ̃ŋtˌiukupˈɐ̃ŋtɨʃ
anteocupasses	ɐ̃ŋtˌiukupˈasɨʃ
anteocupardes	ɐ̃ŋtˌiukupˈaɾədɨʃ
anteocupares	ɐ̃ŋtˌiukupˈaɾɨʃ
anteocupes	ɐ̃ŋtˌiukˈupɨʃ
anteocupavas	ɐ̃ŋtˌiukupˈavɐʃ
anteocuparias	ɐ̃ŋtˌiukˌupɐɾˈiɐʃ
anteocupadas	ɐ̃ŋtˌiukupˈadɐʃ
anteocuparas	ɐ̃ŋtˌiukupˈaɾɐʃ
anteocupas	ɐ̃ŋtˌiukˈupɐʃ
anteocupação	ˌɐ̃ŋtˈiukˌupɐsɐ̃ʊ̃
anteocuparão	ˌɐ̃ŋtˈiukˌupɐɾɐ̃ʊ̃
anteocupando	ɐ̃ŋtˌiukupˈɐ̃ŋdʊ
anteocupado	ɐ̃ŋtˌiukupˈadʊ
anteocupo	ɐ̃ŋtˌiukˈupʊ
anteocupassem	ɐ̃ŋtˌiukupˈaseɪŋ
anteocuparem	ɐ̃ŋtˌiukupˈaɾeɪŋ
anteocupem	ɐ̃ŋtˌiukˈupeɪŋ
anteocupavam	ɐ̃ŋtˌiukupˈavɐ̃ʊ̃
anteocupariam	ˌɐ̃ŋtˈiukˌupɐɾˈiɐ̃ʊ̃
anteocuparam	ɐ̃ŋtˌiukupˈaɾɐ̃ʊ̃
anteocupam	ɐ̃ŋtˌiukˈupɐ̃ʊ̃
anteocuparei	ˌɐ̃ŋtˈiukˌupɐɾeɪ
anteocupei	ˌɐ̃ŋtˈiukˌupeɪ
anteocupai	ˌɐ̃ŋtˈiukˌupaɪ
anteocupaste	ɐ̃ŋtˌiukupˈaʃtɨ
anteocupante	ɐ̃ŋtˌiukupˈɐ̃ŋtɨ
anteocupasse	ɐ̃ŋtˌiukupˈasɨ
anteocupe	ɐ̃ŋtˌiukˈupɨ
anteocupava	ɐ̃ŋtˌiukupˈavɐ
anteocuparia	ˌɐ̃ŋtˈiukˌupɐɾˈiɐ
anteocupada	ɐ̃ŋtˌiukupˈadɐ
anteocupara	ɐ̃ŋtˌiukupˈaɾɐ
anteocupa	ɐ̃ŋtˌiukˈupɐ
anteontem	ɐ̃ŋtˌiˈoŋteɪŋ
antepaga	ˌɐ̃ŋtɨpˈaɡɐ
antepagar	ˌɐ̃ŋtɨpɐɡˈaɹ
antepagará	ˌɐ̃ŋtɨpˌɐɡɐɾˈa
antepagá	ˌɐ̃ŋtɨpɐɡˈa
antepagou	ˌɐ̃ŋtɨpɐɡˈow
antepagarás	ˌɐ̃ŋtɨpˌɐɡɐɾˈaʃ
antepagámos	ˌɐ̃ŋtɨpɐɡˈamʊʃ
antepaguemos	ˌɐ̃ŋtɨpɐɡˈemʊʃ
antepagássemos	ˌɐ̃ŋtɨpɐɡˈasɨmʊʃ
antepagaremos	ˌɐ̃ŋtɨpˌɐɡɐɾˈemʊʃ
antepagaríamos	ˌɐ̃ŋtɨpˌɐɡɐɾˈiɐ̃mʊʃ
antepagávamos	ˌɐ̃ŋtɨpɐɡˈavɐmʊʃ
antepagáramos	ˌɐ̃ŋtɨpɐɡˈaɾɐmʊʃ
antepagarmos	ˌɐ̃ŋtɨpɐɡˈaɾəmʊʃ
antepagamos	ˌɐ̃ŋtɨpɐɡˈɐ̃mʊʃ
antepagados	ˌɐ̃ŋtɨpɐɡˈadʊʃ
antepagaríeis	ˌɐ̃ŋtɨpˌɐɡɐɾˈieɪʃ
antepagáveis	ˌɐ̃ŋtɨpɐɡˈaveɪʃ
antepagueis	ˌɐ̃ŋtɨpɐɡˈeɪʃ
antepagásseis	ˌɐ̃ŋtɨpɐɡˈaseɪʃ
antepagáreis	ˌɐ̃ŋtɨpɐɡˈaɾeɪʃ
antepagareis	ˌɐ̃ŋtɨpˌɐɡɐɾˈeɪʃ
antepagais	ˌɐ̃ŋtɨpɐɡˈaɪʃ
antepagues	ˌɐ̃ŋtɨpˈaɡɨʃ
antepagastes	ˌɐ̃ŋtɨpɐɡˈaʃtɨʃ
antepagasses	ˌɐ̃ŋtɨpɐɡˈasɨʃ
antepagardes	ˌɐ̃ŋtɨpɐɡˈaɾədɨʃ
antepagares	ˌɐ̃ŋtɨpɐɡˈaɾɨʃ
antepagavas	ˌɐ̃ŋtɨpɐɡˈavɐʃ
antepagarias	ˌɐ̃ŋtɨpˌɐɡɐɾˈiɐʃ
antepagadas	ˌɐ̃ŋtɨpɐɡˈadɐʃ
antepagaras	ˌɐ̃ŋtɨpɐɡˈaɾɐʃ
antepagas	ˌɐ̃ŋtɨpˈaɡɐʃ
antepagarão	ˌɐ̃ŋtɨpˌɐɡɐɾˈɐ̃ʊ̃
antepagando	ˌɐ̃ŋtɨpɐɡˈɐ̃ŋdʊ
antepagado	ˌɐ̃ŋtɨpɐɡˈadʊ
antepago	ˌɐ̃ŋtɨpˈaɡʊ
antepaguem	ˌɐ̃ŋtɨpˈaɡeɪŋ
antepagassem	ˌɐ̃ŋtɨpɐɡˈaseɪŋ
antepagarem	ˌɐ̃ŋtɨpɐɡˈaɾeɪŋ
antepagavam	ˌɐ̃ŋtɨpɐɡˈavɐ̃ʊ̃
antepagariam	ˌɐ̃ŋtɨpˌɐɡɐɾˈiɐ̃ʊ̃
antepagaram	ˌɐ̃ŋtɨpɐɡˈaɾɐ̃ʊ̃
antepagam	ˌɐ̃ŋtɨpˈaɡɐ̃ʊ̃
antepaguei	ˌɐ̃ŋtɨpɐɡˈeɪ
antepagarei	ˌɐ̃ŋtɨpˌɐɡɐɾˈeɪ
antepagai	ˌɐ̃ŋtɨpɐɡˈaɪ
antepague	ˌɐ̃ŋtɨpˈaɡɨ
antepagaste	ˌɐ̃ŋtɨpɐɡˈaʃtɨ
antepagasse	ˌɐ̃ŋtɨpɐɡˈasɨ
antepagava	ˌɐ̃ŋtɨpɐɡˈavɐ
antepagaria	ˌɐ̃ŋtɨpˌɐɡɐɾˈiɐ
antepagada	ˌɐ̃ŋtɨpɐɡˈadɐ
antepagara	ˌɐ̃ŋtɨpɐɡˈaɾɐ
antepaga	ˌɐ̃ŋtɨpˈaɡɐ
antepara	ˌɐ̃ŋtɨpˈaɾɐ
anteparar	ˌɐ̃ŋtɨpɐɾˈaɹ
anteparará	ˌɐ̃ŋtɨpˌɐɾɐɾˈa
antepará	ˌɐ̃ŋtɨpɐɾˈa
anteparou	ˌɐ̃ŋtɨpɐɾˈow
antepararás	ˌɐ̃ŋtɨpˌɐɾɐɾˈaʃ
anteparámos	ˌɐ̃ŋtɨpɐɾˈamʊʃ
anteparássemos	ˌɐ̃ŋtɨpɐɾˈasɨmʊʃ
antepararemos	ˌɐ̃ŋtɨpˌɐɾɐɾˈemʊʃ
anteparemos	ˌɐ̃ŋtɨpɐɾˈemʊʃ
antepararíamos	ˌɐ̃ŋtɨpˌɐɾɐɾˈiɐ̃mʊʃ
anteparávamos	ˌɐ̃ŋtɨpɐɾˈavɐmʊʃ
anteparáramos	ˌɐ̃ŋtɨpɐɾˈaɾɐmʊʃ
antepararmos	ˌɐ̃ŋtɨpɐɾˈaɾəmʊʃ
anteparamos	ˌɐ̃ŋtɨpɐɾˈɐ̃mʊʃ
anteparados	ˌɐ̃ŋtɨpɐɾˈadʊʃ
antepararíeis	ˌɐ̃ŋtɨpˌɐɾɐɾˈieɪʃ
anteparáveis	ˌɐ̃ŋtɨpɐɾˈaveɪʃ
anteparásseis	ˌɐ̃ŋtɨpɐɾˈaseɪʃ
anteparáreis	ˌɐ̃ŋtɨpɐɾˈaɾeɪʃ
anteparareis	ˌɐ̃ŋtɨpˌɐɾɐɾˈeɪʃ
antepareis	ˌɐ̃ŋtɨpɐɾˈeɪʃ
anteparais	ˌɐ̃ŋtɨpɐɾˈaɪʃ
anteparastes	ˌɐ̃ŋtɨpɐɾˈaʃtɨʃ
anteparasses	ˌɐ̃ŋtɨpɐɾˈasɨʃ
anteparardes	ˌɐ̃ŋtɨpɐɾˈaɾədɨʃ
anteparares	ˌɐ̃ŋtɨpɐɾˈaɾɨʃ
antepares	ˌɐ̃ŋtɨpˈaɾɨʃ
anteparavas	ˌɐ̃ŋtɨpɐɾˈavɐʃ
antepararias	ˌɐ̃ŋtɨpˌɐɾɐɾˈiɐʃ
anteparadas	ˌɐ̃ŋtɨpɐɾˈadɐʃ
antepararas	ˌɐ̃ŋtɨpɐɾˈaɾɐʃ
anteparas	ˌɐ̃ŋtɨpˈaɾɐʃ
antepararão	ˌɐ̃ŋtɨpˌɐɾɐɾˈɐ̃ʊ̃
anteparando	ˌɐ̃ŋtɨpɐɾˈɐ̃ŋdʊ
anteparado	ˌɐ̃ŋtɨpɐɾˈadʊ
anteparo	ˌɐ̃ŋtɨpˈaɾʊ
anteparassem	ˌɐ̃ŋtɨpɐɾˈaseɪŋ
antepararem	ˌɐ̃ŋtɨpɐɾˈaɾeɪŋ
anteparem	ˌɐ̃ŋtɨpˈaɾeɪŋ
anteparavam	ˌɐ̃ŋtɨpɐɾˈavɐ̃ʊ̃
anteparariam	ˌɐ̃ŋtɨpˌɐɾɐɾˈiɐ̃ʊ̃
antepararam	ˌɐ̃ŋtɨpɐɾˈaɾɐ̃ʊ̃
anteparam	ˌɐ̃ŋtɨpˈaɾɐ̃ʊ̃
antepararei	ˌɐ̃ŋtɨpˌɐɾɐɾˈeɪ
anteparei	ˌɐ̃ŋtɨpɐɾˈeɪ
anteparai	ˌɐ̃ŋtɨpɐɾˈaɪ
anteparaste	ˌɐ̃ŋtɨpɐɾˈaʃtɨ
anteparasse	ˌɐ̃ŋtɨpɐɾˈasɨ
antepare	ˌɐ̃ŋtɨpˈaɾɨ
anteparava	ˌɐ̃ŋtɨpɐɾˈavɐ
antepararia	ˌɐ̃ŋtɨpˌɐɾɐɾˈiɐ
anteparada	ˌɐ̃ŋtɨpɐɾˈadɐ
anteparara	ˌɐ̃ŋtɨpɐɾˈaɾɐ
antepara	ˌɐ̃ŋtɨpˈaɾɐ
anteparo	ˌɐ̃ŋtɨpˈaɾʊ
anteparas	ˌɐ̃ŋtɨpˈaɾɐʃ
anteparos	ˌɐ̃ŋtɨpˈaɾʊʃ
antepara	ˌɐ̃ŋtɨpˈaɾɐ
anteparto	ˌɐ̃ŋtɨpˈaɾətʊ
antepassar	ˌɐ̃ŋtɨpɐsˈaɹ
antepassará	ˌɐ̃ŋtɨpˌɐsɐɾˈa
antepassá	ˌɐ̃ŋtɨpɐsˈa
antepassou	ˌɐ̃ŋtɨpɐsˈow
antepassarás	ˌɐ̃ŋtɨpˌɐsɐɾˈaʃ
antepassámos	ˌɐ̃ŋtɨpɐsˈamʊʃ
antepassássemos	ˌɐ̃ŋtɨpɐsˈasɨmʊʃ
antepassaremos	ˌɐ̃ŋtɨpˌɐsɐɾˈemʊʃ
antepassemos	ˌɐ̃ŋtɨpɐsˈemʊʃ
antepassaríamos	ˌɐ̃ŋtɨpˌɐsɐɾˈiɐ̃mʊʃ
antepassávamos	ˌɐ̃ŋtɨpɐsˈavɐmʊʃ
antepassáramos	ˌɐ̃ŋtɨpɐsˈaɾɐmʊʃ
antepassarmos	ˌɐ̃ŋtɨpɐsˈaɾəmʊʃ
antepassamos	ˌɐ̃ŋtɨpɐsˈɐ̃mʊʃ
antepassados	ˌɐ̃ŋtɨpɐsˈadʊʃ
antepassaríeis	ˌɐ̃ŋtɨpˌɐsɐɾˈieɪʃ
antepassáveis	ˌɐ̃ŋtɨpɐsˈaveɪʃ
antepassásseis	ˌɐ̃ŋtɨpɐsˈaseɪʃ
antepassáreis	ˌɐ̃ŋtɨpɐsˈaɾeɪʃ
antepassareis	ˌɐ̃ŋtɨpˌɐsɐɾˈeɪʃ
antepasseis	ˌɐ̃ŋtɨpɐsˈeɪʃ
antepassais	ˌɐ̃ŋtɨpɐsˈaɪʃ
antepassastes	ˌɐ̃ŋtɨpɐsˈaʃtɨʃ
antepassasses	ˌɐ̃ŋtɨpɐsˈasɨʃ
antepassardes	ˌɐ̃ŋtɨpɐsˈaɾədɨʃ
antepassares	ˌɐ̃ŋtɨpɐsˈaɾɨʃ
antepasses	ˌɐ̃ŋtɨpˈasɨʃ
antepassavas	ˌɐ̃ŋtɨpɐsˈavɐʃ
antepassarias	ˌɐ̃ŋtɨpˌɐsɐɾˈiɐʃ
antepassadas	ˌɐ̃ŋtɨpɐsˈadɐʃ
antepassaras	ˌɐ̃ŋtɨpɐsˈaɾɐʃ
antepassas	ˌɐ̃ŋtɨpˈasɐʃ
antepassarão	ˌɐ̃ŋtɨpˌɐsɐɾˈɐ̃ʊ̃
antepassando	ˌɐ̃ŋtɨpɐsˈɐ̃ŋdʊ
antepassado	ˌɐ̃ŋtɨpɐsˈadʊ
antepasso	ˌɐ̃ŋtɨpˈasʊ
antepassassem	ˌɐ̃ŋtɨpɐsˈaseɪŋ
antepassarem	ˌɐ̃ŋtɨpɐsˈaɾeɪŋ
antepassem	ˌɐ̃ŋtɨpˈaseɪŋ
antepassavam	ˌɐ̃ŋtɨpɐsˈavɐ̃ʊ̃
antepassariam	ˌɐ̃ŋtɨpˌɐsɐɾˈiɐ̃ʊ̃
antepassaram	ˌɐ̃ŋtɨpɐsˈaɾɐ̃ʊ̃
antepassam	ˌɐ̃ŋtɨpˈasɐ̃ʊ̃
antepassarei	ˌɐ̃ŋtɨpˌɐsɐɾˈeɪ
antepassei	ˌɐ̃ŋtɨpɐsˈeɪ
antepassai	ˌɐ̃ŋtɨpɐsˈaɪ
antepassaste	ˌɐ̃ŋtɨpɐsˈaʃtɨ
antepassasse	ˌɐ̃ŋtɨpɐsˈasɨ
antepasse	ˌɐ̃ŋtɨpˈasɨ
antepassava	ˌɐ̃ŋtɨpɐsˈavɐ
antepassaria	ˌɐ̃ŋtɨpˌɐsɐɾˈiɐ
antepassada	ˌɐ̃ŋtɨpɐsˈadɐ
antepassara	ˌɐ̃ŋtɨpɐsˈaɾɐ
antepassa	ˌɐ̃ŋtɨpˈasɐ
antepasto	ˌɐ̃ŋtɨpˈaʃtʊ
antepenúltimo	ˌɐ̃ŋtɨpɨnˈultimʊ
antepenúltimas	ˌɐ̃ŋtɨpɨnˈultimɐʃ
antepenúltimos	ˌɐ̃ŋtɨpɨnˈultimʊʃ
antepenúltima	ˌɐ̃ŋtɨpɨnˈultimɐ
antepor	ˌɐ̃ŋtɨpˈoɹ
anteporá	ˌɐ̃ŋtɨpuɾˈa
antepôs	ˌɐ̃ŋtɨpˈoʃ
anteporás	ˌɐ̃ŋtɨpuɾˈaʃ
antepus	ˌɐ̃ŋtɨpˈuʃ
antepostos	ˌɐ̃ŋtɨpˈɔstʊʃ
antepusermos	ˌɐ̃ŋtɨpuzˈeɾəmʊʃ
antepusemos	ˌɐ̃ŋtɨpuzˈemʊʃ
antepuséssemos	ˌɐ̃ŋtɨpuzˈɛsɨmʊʃ
anteporemos	ˌɐ̃ŋtɨpuɾˈemʊʃ
anteporíamos	ˌɐ̃ŋtɨpuɾˈiɐ̃mʊʃ
antepuséramos	ˌɐ̃ŋtɨpuzˈɛɾɐmʊʃ
antepúnhamos	ˌɐ̃ŋtɨpˈũɲɐmʊʃ
anteponhamos	ˌɐ̃ŋtɨpuɲˈɐ̃mʊʃ
antepormos	ˌɐ̃ŋtɨpˈoɾəmʊʃ
antepomos	ˌɐ̃ŋtɨpˈomʊʃ
anteporíeis	ˌɐ̃ŋtɨpuɾˈieɪʃ
antepusésseis	ˌɐ̃ŋtɨpuzˈɛseɪʃ
antepuséreis	ˌɐ̃ŋtɨpuzˈɛɾeɪʃ
antepúnheis	ˌɐ̃ŋtɨpˈũɲeɪʃ
anteporeis	ˌɐ̃ŋtɨpuɾˈeɪʃ
anteponhais	ˌɐ̃ŋtɨpuɲˈaɪʃ
antepões	ˌɐ̃ŋtɨpˈõjʃ
antepusestes	ˌɐ̃ŋtɨpuzˈeʃtɨʃ
antepusesses	ˌɐ̃ŋtɨpuzˈesɨʃ
antepuseres	ˌɐ̃ŋtɨpuzˈeɾɨʃ
antepuserdes	ˌɐ̃ŋtɨpuzˈeɾədɨʃ
antepondes	ˌɐ̃ŋtɨpˈoŋdɨʃ
antepordes	ˌɐ̃ŋtɨpˈoɾədɨʃ
antepores	ˌɐ̃ŋtɨpˈoɾɨʃ
antepostas	ˌɐ̃ŋtɨpˈoʃtɐʃ
antepuseras	ˌɐ̃ŋtɨpuzˈeɾɐʃ
anteporias	ˌɐ̃ŋtɨpuɾˈiɐʃ
antepunhas	ˌɐ̃ŋtɨpˈũɲɐʃ
anteponhas	ˌɐ̃ŋtɨpˈoɲɐʃ
antepuser	ˌɐ̃ŋtɨpuzˈɛɹ
anteporão	ˌɐ̃ŋtɨpuɾˈɐ̃ʊ̃
anteposto	ˌɐ̃ŋtɨpˈoʃtʊ
anteponho	ˌɐ̃ŋtɨpˈoɲʊ
antepondo	ˌɐ̃ŋtɨpˈoŋdʊ
antepõem	ˌɐ̃ŋtɨpˈõjm
antepusessem	ˌɐ̃ŋtɨpuzˈɛseɪŋ
antepuserem	ˌɐ̃ŋtɨpuzˈɛɾeɪŋ
anteporem	ˌɐ̃ŋtɨpˈoɾeɪŋ
antepuseram	ˌɐ̃ŋtɨpuzˈɛɾɐ̃ʊ̃
anteporiam	ˌɐ̃ŋtɨpuɾˈiɐ̃ʊ̃
antepunham	ˌɐ̃ŋtɨpˈũɲɐ̃ʊ̃
anteponham	ˌɐ̃ŋtɨpˈoɲɐ̃ʊ̃
anteporei	ˌɐ̃ŋtɨpuɾˈeɪ
antepõe	ˌɐ̃ŋtɨpˈõj
antepuseste	ˌɐ̃ŋtɨpuzˈɛʃtɨ
antepusesse	ˌɐ̃ŋtɨpuzˈɛsɨ
anteponde	ˌɐ̃ŋtɨpˈoŋdɨ
anteposta	ˌɐ̃ŋtɨpˈɔʃtɐ
antepusera	ˌɐ̃ŋtɨpuzˈɛɾɐ
anteporia	ˌɐ̃ŋtɨpuɾˈiɐ
antepunha	ˌɐ̃ŋtɨpˈũɲɐ
anteponha	ˌɐ̃ŋtɨpˈoɲɐ
anteporta	ˌɐ̃ŋtɨpˈɔɾətɐ
anteportada	ˌɐ̃ŋtɨpuɾətˈadɐ
anteportal	ˌɐ̃ŋtɨpuɾətˈɑl
anteportaria	ˌɐ̃ŋtɨpˌuɾətɐɾˈiɐ
anteportarias	ˌɐ̃ŋtɨpˌuɾətɐɾˈiɐʃ
anteporto	ˌɐ̃ŋtɨpˈɔɾətʊ
anteportas	ˌɐ̃ŋtɨpˈoɾətɐʃ
anteporta	ˌɐ̃ŋtɨpˈɔɾətɐ
anteposição	ˌɐ̃ŋtɨpˌuzisˈɐ̃ʊ̃
anteposto	ˌɐ̃ŋtɨpˈoʃtʊ
anteprograma	ˌɐ̃ŋtɨpɹuɡɹˈɐ̃mɐ
anteprojeto	ˌɐ̃ŋtɨpɹuʒˈɛtʊ
anteprojetos	ˌɐ̃ŋtɨpɹuʒˈetʊʃ
anteproposta	ˌɐ̃ŋtɨpɹupˈɔʃtɐ
anterior	ˌɐ̃ŋtɨɾiˈoɹ
anterioridades	ˌɐ̃ŋtɨɾˌiuɾidˈadɨʃ
anteriores	ˌɐ̃ŋtɨɾiˈoɾɨʃ
anteriormente	ˌɐ̃ŋtɨɾˌiuɾəmˈeɪŋtɨ
anterioridade	ˌɐ̃ŋtɨɾˌiuɾidˈadɨ
anterioridade	ˌɐ̃ŋtɨɾˌiuɾidˈadɨ
anterioridades	ˌɐ̃ŋtɨɾˌiuɾidˈadɨʃ
anteriorizar	ˌɐ̃ŋtɨɾˌiuɾizˈaɹ
anteriorizará	ˌɐ̃ŋtɨɾˌiuɾˌizɐɾˈa
anteriorizá	ˌɐ̃ŋtɨɾˌiuɾizˈa
anteriorizou	ˌɐ̃ŋtɨɾˌiuɾizˈow
anteriorizarás	ˌɐ̃ŋtɨɾˌiuɾˌizɐɾˈaʃ
anteriorizámos	ˌɐ̃ŋtɨɾˌiuɾizˈamʊʃ
anteriorizássemos	ˌɐ̃ŋtɨɾˌiuɾizˈasɨmʊʃ
anteriorizaremos	ˌɐ̃ŋtɨɾˌiuɾˌizɐɾˈemʊʃ
anteriorizemos	ˌɐ̃ŋtɨɾˌiuɾizˈemʊʃ
