a	'a
anteproposta	,&~NtypRup'Os#t&
anterior	,&~Nty*i;'or-
anterioridades	,&~Nty*,i;u*id'adys#
anteriores	,&~Nty*i;'o*ys#
anteriormente	,&~Nty*,i;u*@-m'eINty
anterioridade	,&~Nty*,i;u*id'ady
anterioridade	,&~Nty*,i;u*id'ady
anterioridades	,&~Nty*,i;u*id'adys#
anteriorizar	,&~Nty*,i;u*iz'ar-
anteriorizará	,&~Nty*,i;u*,iz&*'a
anteriorizá	,&~Nty*,i;u*iz'a
anteriorizou	,&~Nty*,i;u*iz'ow
anteriorizarás	,&~Nty*,i;u*,iz&*'as#
anteriorizámos	,&~Nty*,i;u*iz'amUs#
anteriorizássemos	,&~Nty*,i;u*iz'asymUs#
anteriorizaremos	,&~Nty*,i;u*,iz&*'emUs#
anteriorizemos	,&~Nty*,i;u*iz'emUs#
anteriorizaríamos	,&~Nty*,i;u*,iz&*'i;&~mUs#
anteriorizávamos	,&~Nty*,i;u*iz'av&mUs#
anteriorizáramos	,&~Nty*,i;u*iz'a*&mUs#
anteriorizarmos	,&~Nty*,i;u*iz'a*@-mUs#
anteriorizamos	,&~Nty*,i;u*iz'&~mUs#
anteriorizados	,&~Nty*,i;u*iz'adUs#
anteriorizaríeis	,&~Nty*,i;u*,iz&*'i;eIs#
anteriorizáveis	,&~Nty*,i;u*iz'aveIs#
anteriorizásseis	,&~Nty*,i;u*iz'aseIs#
anteriorizáreis	,&~Nty*,i;u*iz'a*eIs#
anteriorizareis	,&~Nty*,i;u*,iz&*'eIs#
anteriorizeis	,&~Nty*,i;u*iz'eIs#
anteriorizais	,&~Nty*,i;u*iz'aIs#
anteriorizastes	,&~Nty*,i;u*iz'as#tys#
anteriorizasses	,&~Nty*,i;u*iz'asys#
anteriorizardes	,&~Nty*,i;u*iz'a*@-dys#
anteriorizares	,&~Nty*,i;u*iz'a*ys#
anteriorizes	,&~Nty*,i;u*'izys#
anteriorizavas	,&~Nty*,i;u*iz'av&s#
anteriorizarias	,&~Nty*,i;u*,iz&*'i;&s#
anteriorizadas	,&~Nty*,i;u*iz'ad&s#
anteriorizaras	,&~Nty*,i;u*iz'a*&s#
anteriorizas	,&~Nty*,i;u*'iz&s#
anteriorizarão	,&~Nty*,i;u*,iz&*'&U~
anteriorizando	,&~Nty*,i;u*iz'&~NdU
anteriorizado	,&~Nty*,i;u*iz'adU
anteriorizo	,&~Nty*,i;u*'izU
anteriorizassem	,&~Nty*,i;u*iz'aseIN
anteriorizarem	,&~Nty*,i;u*iz'a*eIN
anteriorizem	,&~Nty*,i;u*'izeIN
anteriorizavam	,&~Nty*,i;u*iz'av&U~
anteriorizariam	,&~Nty*,i;u*,iz&*'i;&U~
anteriorizaram	,&~Nty*,i;u*iz'a*&U~
anteriorizam	,&~Nty*,i;u*'iz&U~
anteriorizarei	,&~Nty*,i;u*,iz&*'eI
anteriorizei	,&~Nty*,i;u*iz'eI
anteriorizai	,&~Nty*,i;u*iz'aI
anteriorizaste	,&~Nty*,i;u*iz'as#ty
anteriorizasse	,&~Nty*,i;u*iz'asy
anteriorize	,&~Nty*,i;u*'izy
anteriorizava	,&~Nty*,i;u*iz'av&
anteriorizaria	,&~Nty*,i;u*,iz&*'i;&
anteriorizada	,&~Nty*,i;u*iz'ad&
anteriorizara	,&~Nty*,i;u*iz'a*&
anterioriza	,&~Nty*,i;u*'iz&
Antero	,&~Nt'e*U
antes	'&~Ntys#
antestreia	,&~Ntys#tR'EI&
antevê	,&~Ntyv'e
antevede	,&~Ntyv'Edy
anteveem	,&~Ntyv'i;eIN
anteveis	,&~Ntyv'eIs#
anteveja	,&~Ntyv'eZ&
antevejais	,&~NtyvyZ'aIs#
antevejam	,&~Ntyv'eZ&U~
antevejamos	,&~NtyvyZ'&~mUs#
antevejas	,&~Ntyv'eZ&s#
antevejo	,&~Ntyv'eZU
antevemos	,&~Ntyv'emUs#
antevendo	,&~Ntyv'eINdU
antever	,&~Ntyv'er-
anteverá	,&~Ntyvy*'a
anteverão	,&~Ntyvy*'&U~
anteverás	,&~Ntyvy*'as#
anteverdes	,&~Ntyv'e*@-dys#
anteverei	,&~Ntyvy*'eI
antevereis	,&~Ntyvy*'eIs#
anteverem	,&~Ntyv'e*eIN
anteveremos	,&~Ntyvy*'emUs#
anteveres	,&~Ntyv'e*ys#
anteveria	,&~Ntyvy*'i;&
anteveriam	,&~Ntyvy*'i;&U~
anteveríamos	,&~Ntyvy*'i;&~mUs#
anteverias	,&~Ntyvy*'i;&s#
anteveríeis	,&~Ntyvy*'i;eIs#
antevermos	,&~Ntyv'e*@-mUs#
antevês	,&~Ntyv'es#
antevéspera	,&~Ntyv'Es#py*&
antevi	,&~Ntyv'i
antevia	,&~Ntyv'i;&
anteviam	,&~Ntyv'i;&U~
antevíamos	,&~Ntyv'i;&~mUs#
antevias	,&~Ntyv'i;&s#
antevidência	,&~Ntyvid'eINsj&
antevidências	,&~Ntyvid'eINsi;&s#
antevidente	,&~Ntyvid'eINty
antevíeis	,&~Ntyv'i;eIs#
antevimos	,&~Ntyv'imUs#
antevir	,&~Ntyv'ir-
antevira	,&~Ntyv'i*&
anteviram	,&~Ntyv'i*&U~
antevíramos	,&~Ntyv'i*&mUs#
anteviras	,&~Ntyv'i*&s#
antevirdes	,&~Ntyv'i*@-dys#
antevíreis	,&~Ntyv'i*eIs#
antevirem	,&~Ntyv'i*eIN
antevires	,&~Ntyv'i*ys#
antevirmos	,&~Ntyv'i*@-mUs#
antevisse	,&~Ntyv'isy
antevísseis	,&~Ntyv'iseIs#
antevissem	,&~Ntyv'iseIN
antevíssemos	,&~Ntyv'isymUs#
antevisses	,&~Ntyv'isys#
antevista	,&~Ntyv'is#t&
antevistas	,&~Ntyv'is#t&s#
anteviste	,&~Ntyv'is#ty
antevistes	,&~Ntyv'is#tys#
antevisto	,&~Ntyv'is#tU
antevistos	,&~Ntyv'is#tUs#
anteviu	,&~Ntyv'iU
anti	&~Nt'i
antiabolicionismo	,&~Nti;,&bul,isi;un'iZmU
antiabolicionismos	,&~Nti;,&bul,isi;un'iZmUs#
antiabortivo	,&~Nti;,&bu*@-t'ivU
antiacadémico	,&~Nti;,&k&d'EmikU
antiaéreo	,&~Nti;&'E*i;U
antiaéreas	,&~Nti;&'E*i;&s#
antiaéreos	,&~Nti;&'E*i;Us#
antiaérea	,&~Nti;&'E*i;&
antialcalino	,&~Nti;,Alk&l'inU
antialcoólico	,&~Nti;,Alku'OlikU
antialcoolismo	,&~Nti;,Alkuul'iZmU
antialcoolismos	,&~Nti;,Alkuul'iZmUs#
antiaristocrata	,&~Nti;,&*is#tukR'at&
antiaristocratas	,&~Nti;,&*is#tukR'at&s#
antiaristocrático	,&~Nti;,&*is#tukR'atikU
antiaristocráticas	,&~Nti;,&*is#tukR'atik&s#
antiaristocráticos	,&~Nti;,&*is#tukR'atikUs#
antiaristocrática	,&~Nti;,&*is#tukR'atik&
antiartístico	,&~Nti;&*@-t'is#tikU
antiasmático	,&~Nti;&Zm'atikU
antiasmáticas	,&~Nti;&Zm'atik&s#
antiasmáticos	,&~Nti;&Zm'atikUs#
antiasmática	,&~Nti;&Zm'atik&
antibiose	,&~Ntibi;'Ozy
antibioterapia	,&~Ntib,i;ut,e*&p'i;&
antibiótico	,&~Ntibi;'OtikU
antibióticos	,&~Ntibi;'OtikUs#
anticatolicismo	,&~Ntik,&tulis'iZmU
anticatolicismos	,&~Ntik,&tulis'iZmUs#
anticatólico	,&~Ntik&t'OlikU
anticatólicas	,&~Ntik&t'Olik&s#
anticatólicos	,&~Ntik&t'OlikUs#
anticatólica	,&~Ntik&t'Olik&
anticético	,&~Ntis'EtikU
anticéticas	,&~Ntis'Etik&s#
anticéticos	,&~Ntis'EtikUs#
anticética	,&~Ntis'Etik&
anticientífico	,&~Ntis,i;eINt'ifikU
anticívico	,&~Ntis'ivikU
anticivismo	,&~Ntisiv'iZmU
anticivismos	,&~Ntisiv'iZmUs#
anticlássico	,&~Ntikl'asikU
anticlerical	,&~Ntikl,e*ik'Al
anticlericalismos	,&~Ntikl,e*ik&l'iZmUs#
anticlericais	,&~Ntikl,e*ik'aIs#
anticlericalismo	,&~Ntikl,e*ik&l'iZmU
anticlericalismo	,&~Ntikl,e*ik&l'iZmU
anticlericalismos	,&~Ntikl,e*ik&l'iZmUs#
anticoagulante	,&~Ntik,u&gul'&~Nty
anticoagulantes	,&~Ntik,u&gul'&~Ntys#
anticolérico	,&~Ntikul'E*ikU
anticomercial	,&~Ntik,umy*@-si;'Al
anticoncecional	,&~Ntik,uNsys,i;un'Al
anticoncecionais	,&~Ntik,uNsys,i;un'aIs#
anticoncetivo	,&~Ntik,uNsyt'ivU
anticoncílio	,&~NtikuNs'iljU
anticonstitucional	,&~Ntik,uNstit,usi;un'Al
anticorpo	,&~Ntik'o*@-pU
anticorpos	,&~Ntik'o*@-pUs#
anticorporativismo	,&~Ntik,u*@-pu*,&tiv'iZmU
anticorporativismos	,&~Ntik,u*@-pu*,&tiv'iZmUs#
anticorporativo	,&~Ntik,u*@-pu*&t'ivU
anticorporativismos	,&~Ntik,u*@-pu*,&tiv'iZmUs#
anticorporativismo	,&~Ntik,u*@-pu*,&tiv'iZmU
anticorrosivo	,&~Ntik,uxuz'ivU
anticosmético	,&~NtikuZm'EtikU
anticrepúsculo	,&~NtikRyp'us#kulU
anticristão	,&~NtikRis#t'&U~
anticristãs	,&~NtikRis#t'&~s#
anticristãos	,&~NtikRis#t'&U~s#
anticristã	,&~NtikRis#t'&~
anticristianismo	,&~NtikR,is#ti;&n'iZmU
anticristianismos	,&~NtikR,is#ti;&n'iZmUs#
anticristo	,&~NtikR'is#tU
anticristos	,&~NtikR'is#tUs#
anticrítico	,&~NtikR'itikU
antidiabético	,&~Ntid,i;&b'EtikU
antidiarreico	,&~Ntid,i;&x'eIkU
antidiftérico	,&~Ntidift'E*ikU
antidigestivo	,&~Ntid,iZys#t'ivU
antidogmático	,&~Ntidugm'atikU
antidogmáticas	,&~Ntidugm'atik&s#
antidogmáticos	,&~Ntidugm'atikUs#
antidogmática	,&~Ntidugm'atik&
antidogmatismo	,&~Ntid,ugm&t'iZmU
antidogmatismos	,&~Ntid,ugm&t'iZmUs#
antídoto	,&~Nt'idutU
antídotos	,&~Nt'idutUs#
antidramático	,&~NtidR&m'atikU
antidramáticas	,&~NtidR&m'atik&s#
antidramáticos	,&~NtidR&m'atikUs#
antidramática	,&~NtidR&m'atik&
antieconómico	,&~Nti;,ekun'OmikU
antiescarlatinoso	,&~Nti;,es#k&*@-l,&tin'ozU
antiescorbútico	,&~Nti;,es#ku*@-b'utikU
antiespiritualismo	,&~Nti;,es#pi*,itu&l'iZmU
antiespiritualismos	,&~Nti;,es#pi*,itu&l'iZmUs#
antiestético	,&~Nti;ys#t'EtikU
antievangélico	,&~Nti;,ev&~NZ'ElikU
antifebril	,&~NtifybR'il
antifebris	,&~NtifybR'is#
antiferruginoso	,&~Ntif,exuZin'ozU
antifilosófico	,&~Ntif,iluz'OfikU
antífrase	,&~Nt'ifR&zy
antigamente	,&~Ntig&m'eINty
antigás	,&~Ntig'as#
antigásico	,&~Ntig'azikU
antigénico	,&~NtiZ'EnikU
antigénicas	,&~NtiZ'Enik&s#
antigénicos	,&~NtiZ'EnikUs#
antigénica	,&~NtiZ'Enik&
antigénio	,&~NtiZ'EnjU
antigénios	,&~NtiZ'EniUs#
antigeométrico	,&~NtiZ,i;um'EtRikU
antigermânico	,&~NtiZy*@-m'&~nikU
antigo	,&~Nt'igU
antigas	,&~Nt'ig&s#
antigos	,&~Nt'igUs#
antiga	,&~Nt'ig&
antigório	,&~Ntig'O*jU
antigotoso	,&~Ntigut'ozU
antigovernamental	,&~Ntig,uvy*@-n&meINt'Al
antigramatical	,&~NtigR&m,&tik'Al
antigrevista	,&~NtigRyv'is#t&
antigripal	,&~NtigRip'Al
antiguidade	,&~Ntigwid'ady
antiguidades	,&~Ntigwid'adys#
antijurídico	,&~NtiZu*'idikU
antiletárgico	,&~Ntilyt'a*@-ZikU
Antilhas	,&~Nt'il^&s#
antiliberal	,&~Ntil,iby*'Al
antilogaritmo	,&~Ntil,ug&*'itmU
antilogismo	,&~NtiluZ'iZmU
antilogismos	,&~NtiluZ'iZmUs#
antílope	,&~Nt'ilupy
antílopes	,&~Nt'ilupys#
antimaçónico	,&~Ntim&s'OnikU
antimaçónicas	,&~Ntim&s'Onik&s#
antimaçónicos	,&~Ntim&s'OnikUs#
antimaçónica	,&~Ntim&s'Onik&
antimagnético	,&~Ntim&gn'EtikU
antimatéria	,&~Ntim&t'E*j&
antimelancólico	,&~Ntim,el&~Nk'OlikU
antimelancólicas	,&~Ntim,el&~Nk'Olik&s#
antimelancólicos	,&~Ntim,el&~Nk'OlikUs#
antimelancólica	,&~Ntim,el&~Nk'Olik&
antimelódico	,&~Ntimyl'OdikU
antimelódicos	,&~Ntimyl'OdikUs#
antimetátese	,&~Ntimyt'atyzy
antimilitar	,&~Ntim,ilit'ar-
antimilitarismo	,&~Ntim,ilit&*'iZmU
antimilitarismos	,&~Ntim,ilit&*'iZmUs#
antimilitarista	,&~Ntim,ilit&*'is#t&
antimónico	,&~Ntim'OnikU
antimónio	,&~Ntim'OnjU
antimonióxido	,&~Ntim,uni;'OksidU
antimoral	,&~Ntimu*'Al
antinacional	,&~Ntin,&si;un'Al
antinarcótico	,&~Ntin&*@-k'OtikU
antinatural	,&~Ntin,&tu*'Al
antineutrão	,&~Ntin,eutR'&U~
antineutrões	,&~Ntin,eutR'o~js#
antinevrálgico	,&~NtinyvR'aUZikU
antinevrótico	,&~NtinyvR'OtikU
antinódoa	,&~Ntin'Odu&
antinomia	,&~Ntinum'i;&
antinómicos	,&~Ntin'OmikUs#
antinómicas	,&~Ntin'Omik&s#
antinomias	,&~Ntinum'i;&s#
antinómico	,&~Ntin'OmikU
antinómica	,&~Ntin'Omik&
antinomismo	,&~Ntinum'iZmU
antinomismos	,&~Ntinum'iZmUs#
antinupcial	,&~Ntin,upsi;'Al
Antioquia	,&~Nti;uk'i;&
antipapa	,&~Ntip'ap&
antipapismos	,&~Ntip&p'iZmUs#
antipapistas	,&~Ntip&p'is#t&s#
antipapas	,&~Ntip'ap&s#
antipapismo	,&~Ntip&p'iZmU
antipapista	,&~Ntip&p'is#t&
antipapado	,&~Ntip&p'adU
antiparalelas	,&~Ntip,&*&l'el&s#
antiparalelismo	,&~Ntip,&*&lyl'iZmU
antiparalelismos	,&~Ntip,&*&lyl'iZmUs#
antiparasita	,&~Ntip,&*&z'it&
antiparlamentarismo	,&~Ntip,&*@-l&m,eINt&*'iZmU
antiparlamentarismos	,&~Ntip,&*@-l&m,eINt&*'iZmUs#
antipartícula	,&~Ntip&*@-t'ikul&
antipatia	,&~Ntip&t'i;&
antipáticos	,&~Ntip'atikUs#
antipáticas	,&~Ntip'atik&s#
antipatias	,&~Ntip&t'i;&s#
antipático	,&~Ntip'atikU
antipática	,&~Ntip'atik&
antipatizar	,&~Ntip,&tiz'ar-
antipatizará	,&~Ntip,&tiz&*'a
antipatizá	,&~Ntip,&tiz'a
antipatizou	,&~Ntip,&tiz'ow
antipatizarás	,&~Ntip,&tiz&*'as#
antipatizámos	,&~Ntip,&tiz'amUs#
antipatizássemos	,&~Ntip,&tiz'asymUs#
antipatizaremos	,&~Ntip,&tiz&*'emUs#
antipatizemos	,&~Ntip,&tiz'emUs#
antipatizaríamos	,&~Ntip,&tiz&*'i;&~mUs#
antipatizávamos	,&~Ntip,&tiz'av&mUs#
antipatizáramos	,&~Ntip,&tiz'a*&mUs#
antipatizarmos	,&~Ntip,&tiz'a*@-mUs#
antipatizamos	,&~Ntip,&tiz'&~mUs#
antipatizados	,&~Ntip,&tiz'adUs#
antipatizaríeis	,&~Ntip,&tiz&*'i;eIs#
antipatizáveis	,&~Ntip,&tiz'aveIs#
antipatizásseis	,&~Ntip,&tiz'aseIs#
antipatizáreis	,&~Ntip,&tiz'a*eIs#
antipatizareis	,&~Ntip,&tiz&*'eIs#
antipatizeis	,&~Ntip,&tiz'eIs#
antipatizais	,&~Ntip,&tiz'aIs#
antipatizastes	,&~Ntip,&tiz'as#tys#
antipatizasses	,&~Ntip,&tiz'asys#
antipatizardes	,&~Ntip,&tiz'a*@-dys#
antipatizares	,&~Ntip,&tiz'a*ys#
antipatizes	,&~Ntip&t'izys#
antipatizavas	,&~Ntip,&tiz'av&s#
antipatizarias	,&~Ntip,&tiz&*'i;&s#
antipatizadas	,&~Ntip,&tiz'ad&s#
antipatizaras	,&~Ntip,&tiz'a*&s#
antipatizas	,&~Ntip&t'iz&s#
antipatizarão	,&~Ntip,&tiz&*'&U~
antipatizando	,&~Ntip,&tiz'&~NdU
antipatizado	,&~Ntip,&tiz'adU
antipatizo	,&~Ntip&t'izU
antipatizassem	,&~Ntip,&tiz'aseIN
antipatizarem	,&~Ntip,&tiz'a*eIN
antipatizem	,&~Ntip&t'izeIN
antipatizavam	,&~Ntip,&tiz'av&U~
antipatizariam	,&~Ntip,&tiz&*'i;&U~
antipatizaram	,&~Ntip,&tiz'a*&U~
antipatizam	,&~Ntip&t'iz&U~
antipatizarei	,&~Ntip,&tiz&*'eI
antipatizei	,&~Ntip,&tiz'eI
antipatizai	,&~Ntip,&tiz'aI
antipatizaste	,&~Ntip,&tiz'as#ty
antipatizasse	,&~Ntip,&tiz'asy
antipatize	,&~Ntip&t'izy
antipatizava	,&~Ntip,&tiz'av&
antipatizaria	,&~Ntip,&tiz&*'i;&
antipatizada	,&~Ntip,&tiz'ad&
antipatizara	,&~Ntip,&tiz'a*&
antipatiza	,&~Ntip&t'iz&
antipatriótico	,&~Ntip,&tRi;'OtikU
antipedagógico	,&~Ntip,ed&g'OZikU
antiperiódico	,&~Ntip,e*i;'OdikU
antiperistáltico	,&~Ntip,e*is#t'aUtikU
antiplástico	,&~Ntipl'as#tikU
antípoda	,&~Nt'ipud&
antípodas	,&~Nt'ipud&s#
antípodes	,&~Nt'ipudys#
antipódico	,&~Ntip'OdikU
antipoético	,&~Ntipu'EtikU
antipolítica	,&~Ntipul'itik&
antipolítico	,&~Ntipul'itikU
antipolíticas	,&~Ntipul'itik&s#
antipolíticos	,&~Ntipul'itikUs#
antipolítica	,&~Ntipul'itik&
antipopular	,&~Ntip,upul'ar-
antiprotão	,&~NtipRut'&U~
antiprotões	,&~NtipRut'o~js#
antiqua	,&~Nt'ikw&
antiquai	,&~Ntikw'aI
antiquais	,&~Ntikw'aIs#
antiquam	,&~Nt'ikw&U~
antiquamos	,&~Ntikw'&~mUs#
antiquar	,&~Ntikw'ar-
antiquá	,&~Ntikw'a
antiquará	,&~Ntikw&*'a
antiquou	,&~Ntikw'ow
antiquarás	,&~Ntikw&*'as#
antiquámos	,&~Ntikw'amUs#
antiquássemos	,&~Ntikw'asymUs#
antiquaremos	,&~Ntikw&*'emUs#
antiquaríamos	,&~Ntikw&*'i;&~mUs#
antiquávamos	,&~Ntikw'av&mUs#
antiquáramos	,&~Ntikw'a*&mUs#
antiquarmos	,&~Ntikw'a*@-mUs#
antiquados	,&~Ntikw'adUs#
antiquaríeis	,&~Ntikw&*'i;eIs#
antiquáveis	,&~Ntikw'aveIs#
antiquásseis	,&~Ntikw'aseIs#
antiquáreis	,&~Ntikw'a*eIs#
antiquareis	,&~Ntikw&*'eIs#
antiquastes	,&~Ntikw'as#tys#
antiquasses	,&~Ntikw'asys#
antiquardes	,&~Ntikw'a*@-dys#
antiquares	,&~Ntikw'a*ys#
antiquavas	,&~Ntikw'av&s#
antiquarias	,&~Ntikw&*'i;&s#
antiquadas	,&~Ntikw'ad&s#
antiquaras	,&~Ntikw'a*&s#
antiquarão	,&~Ntikw&*'&U~
antiquando	,&~Ntikw'&~NdU
antiquado	,&~Ntikw'adU
antiquassem	,&~Ntikw'aseIN
antiquarem	,&~Ntikw'a*eIN
antiquavam	,&~Ntikw'av&U~
antiquariam	,&~Ntikw&*'i;&U~
antiquaram	,&~Ntikw'a*&U~
antiquarei	,&~Ntikw&*'eI
antiquei	,&~Ntik'eI
antiquaste	,&~Ntikw'as#ty
antiquasse	,&~Ntikw'asy
antiquava	,&~Ntikw'av&
antiquaria	,&~Ntikw&*'i;&
antiquada	,&~Ntikw'ad&
antiquara	,&~Ntikw'a*&
antiquário	,&~Ntikw'a*jU
antiquárias	,&~Ntikw'a*i;&s#
antiquários	,&~Ntikw'a*iUs#
antiquária	,&~Ntikw'a*j&
antiquas	,&~Nt'ikw&s#
antique	,&~Nt'iky
antiqueis	,&~Ntik'eIs#
antiquem	,&~Nt'ikeIN
antiquém	,&~Ntik'eIN
antiquemos	,&~Ntik'emUs#
antiques	,&~Nt'ikys#
antiquíssimo	,&~Ntik'isimU
antiquíssimas	,&~Ntik'isim&s#
antiquíssimos	,&~Ntik'isimUs#
antiquíssima	,&~Ntik'isim&
antiquo	,&~Nt'ikwU
antirracional	,&~Ntix,&si;un'Al
antirraquítico	,&~Ntix&k'itikU
antirrealismo	,&~Ntix,i;&l'iZmU
antirrugas	,&~Ntix'ug&s#
antisséptico	,&~Ntis'EptikU
antissépticas	,&~Ntis'Eptik&s#
antissépticos	,&~Ntis'EptikUs#
antisséptica	,&~Ntis'Eptik&
antissético	,&~Ntis'EtikU
antisséticas	,&~Ntis'Etik&s#
antisséticos	,&~Ntis'EtikUs#
antissética	,&~Ntis'Etik&
antiteatro	,&~Ntiti;'atRU
antiteísmo	,&~Ntity'iZmU
antiteístas	,&~Ntity'is#t&s#
antiteísmos	,&~Ntity'iZmUs#
antiteísta	,&~Ntity'is#t&
antitérmico	,&~Ntit'E*@-mikU
antitérmicas	,&~Ntit'E*@-mik&s#
antitérmicos	,&~Ntit'E*@-mikUs#
antitérmica	,&~Ntit'E*@-mik&
antiterrorismo	,&~Ntit,exu*'iZmU
antítese	,&~Nt'ityzy
antíteses	,&~Nt'ityzys
antitetânico	,&~Ntityt'&~nikU
antitético	,&~Ntit'EtikU
antitoxina	,&~Ntituks'in&
antituberculoso	,&~Ntit,uby*@-kul'ozU
antivariólico	,&~Ntiv,&*i;'OlikU
antivariólicas	,&~Ntiv,&*i;'Olik&s#
antivariólica	,&~Ntiv,&*i;'Olik&
antiviril	,&~Ntivi*'il
antivirulento	,&~Ntiv,i*ul'eINtU
antivírus	,&~Ntiv'i*us#
Antoine	,&~Nt'oIny
antologia	,&~NtuluZ'i;&
antólogos	,&~Nt'OlugUs#
antólogas	,&~Nt'Olug&s#
antologias	,&~NtuluZ'i;&s#
antólogo	,&~Nt'OlugU
antóloga	,&~Nt'Olug&
antológico	,&~Ntul'OZikU
antológicas	,&~Ntul'OZik&s#
antológicos	,&~Ntul'OZikUs#
antológica	,&~Ntul'OZik&
Antónia	,&~Nt'Onj&
antoniano	,&~Ntuni;'&~nU
Antonieta	,&~Ntuni;'et&
antonímia	,&~Ntun'imj&
antónimo	,&~Nt'OnimU
antónimas	,&~Nt'Onim&s#
antónimos	,&~Nt'OnimUs#
antónima	,&~Nt'Onim&
António	,&~Nt'OnjU
antracitoso	,&~NtR&sit'ozU
antracitosas	,&~NtR&sit'oz&s#
antracitosos	,&~NtR&sit'ozUs#
antracitosa	,&~NtR&sit'Oz&
antro	'&~NtRU
antros	'&~NtRUs#
antropocêntrico	,&~NtRupus'eINtRikU
antropocentrismo	,&~NtRup,useINtR'iZmU
antropocentrismos	,&~NtRup,useINtR'iZmUs#
antropofágico	,&~NtRupuf'aZikU
antropofágicas	,&~NtRupuf'aZik&s#
antropofágicos	,&~NtRupuf'aZikUs#
antropofágica	,&~NtRupuf'aZik&
antropófago	,&~NtRup'Of&gU
antropófagas	,&~NtRup'Of&g&s#
antropófagos	,&~NtRup'Of&gUs#
antropófaga	,&~NtRup'Of&g&
antropogénese	,&~NtRupuZ'Enyzy
antropogéneses	,&~NtRupuZ'Enyzys
antropogenesia	,&~NtRup,uZynyz'i;&
antropogenético	,&~NtRup,uZyn'EtikU
antropogenia	,&~NtRup,uZyn'i;&
antropoide	,&~NtRup'OIdy
antropoides	,&~NtRup'oIdys#
antropologia	,&~NtRup,uluZ'i;&
antropólogos	,&~NtRup'OlugUs#
antropológicos	,&~NtRupul'OZikUs#
antropologistas	,&~NtRup,uluZ'is#t&s#
antropólogas	,&~NtRup'Olug&s#
antropológicas	,&~NtRupul'OZik&s#
antropólogo	,&~NtRup'OlugU
antropológico	,&~NtRupul'OZikU
antropologista	,&~NtRup,uluZ'is#t&
antropóloga	,&~NtRup'Olug&
antropológica	,&~NtRupul'OZik&
antropométrico	,&~NtRupum'EtRikU
antropométricas	,&~NtRupum'EtRik&s#
antropométricos	,&~NtRupum'EtRikUs#
antropométrica	,&~NtRupum'EtRik&
antropomorfia	,&~NtRup,umu*@-f'i;&
antropomórficos	,&~NtRupum'O*@-fikUs#
antropomórficas	,&~NtRupum'O*@-fik&s#
antropomorfias	,&~NtRup,umu*@-f'i;&s#
antropomórfico	,&~NtRupum'O*@-fikU
antropomórfica	,&~NtRupum'O*@-fik&
antropomorfismo	,&~NtRup,umu*@-f'iZmU
antropomórficos	,&~NtRupum'O*@-fikUs#
antropomórficas	,&~NtRupum'O*@-fik&s#
antropomorfismos	,&~NtRup,umu*@-f'iZmUs#
antropomórfico	,&~NtRupum'O*@-fikU
antropomórfica	,&~NtRupum'O*@-fik&
antropomorfizar	,&~NtRup,umu*@-fiz'ar-
antropomorfizará	,&~NtRup,umu*@-f,iz&*'a
antropomorfizá	,&~NtRup,umu*@-fiz'a
antropomorfizou	,&~NtRup,umu*@-fiz'ow
antropomorfizarás	,&~NtRup,umu*@-f,iz&*'as#
antropomorfizámos	,&~NtRup,umu*@-fiz'amUs#
antropomorfizássemos	,&~NtRup,umu*@-fiz'asymUs#
antropomorfizaremos	,&~NtRup,umu*@-f,iz&*'emUs#
antropomorfizemos	,&~NtRup,umu*@-fiz'emUs#
antropomorfizaríamos	,&~NtRup,umu*@-f,iz&*'i;&~mUs#
antropomorfizávamos	,&~NtRup,umu*@-fiz'av&mUs#
antropomorfizáramos	,&~NtRup,umu*@-fiz'a*&mUs#
antropomorfizarmos	,&~NtRup,umu*@-fiz'a*@-mUs#
antropomorfizamos	,&~NtRup,umu*@-fiz'&~mUs#
antropomorfizados	,&~NtRup,umu*@-fiz'adUs#
antropomorfizaríeis	,&~NtRup,umu*@-f,iz&*'i;eIs#
antropomorfizáveis	,&~NtRup,umu*@-fiz'aveIs#
antropomorfizásseis	,&~NtRup,umu*@-fiz'aseIs#
antropomorfizáreis	,&~NtRup,umu*@-fiz'a*eIs#
antropomorfizareis	,&~NtRup,umu*@-f,iz&*'eIs#
antropomorfizeis	,&~NtRup,umu*@-fiz'eIs#
antropomorfizais	,&~NtRup,umu*@-fiz'aIs#
antropomorfizastes	,&~NtRup,umu*@-fiz'as#tys#
antropomorfizasses	,&~NtRup,umu*@-fiz'asys#
antropomorfizardes	,&~NtRup,umu*@-fiz'a*@-dys#
antropomorfizares	,&~NtRup,umu*@-fiz'a*ys#
antropomorfizes	,&~NtRup,umu*@-f'izys#
antropomorfizavas	,&~NtRup,umu*@-fiz'av&s#
antropomorfizarias	,&~NtRup,umu*@-f,iz&*'i;&s#
antropomorfizadas	,&~NtRup,umu*@-fiz'ad&s#
antropomorfizaras	,&~NtRup,umu*@-fiz'a*&s#
antropomorfizas	,&~NtRup,umu*@-f'iz&s#
antropomorfizarão	,&~NtRup,umu*@-f,iz&*'&U~
antropomorfizando	,&~NtRup,umu*@-fiz'&~NdU
antropomorfizado	,&~NtRup,umu*@-fiz'adU
antropomorfizo	,&~NtRup,umu*@-f'izU
antropomorfizassem	,&~NtRup,umu*@-fiz'aseIN
antropomorfizarem	,&~NtRup,umu*@-fiz'a*eIN
