aberrantemente	ˌabexˌɐ̃ŋtemˈeɪŋtʃɪ	ˌabexɐ̃ŋtʃɪmˈeɪŋtʃɪ
perduravelmente	pˌeɾduɾˌavɛʊmˈeɪŋtʃɪ	pˌeɾduɾˌavɛʊmˈeɪŋtʃɪ
peregrinamente	pˌeɾeɡɾˌinɐmˈeɪŋtʃɪ	pˌeɾeɡɾinɐmˈeɪŋtʃɪ
perenemente	pˌeɾenemˈeɪŋtʃɪ	pˌeɾenɪmˈeɪŋtʃɪ
perentoriamente	pˌeɾeɪŋtˌoɾiɐmˈeɪŋtʃɪ	pˌeɾeɪŋtˌoɾiɐmˈeɪŋtʃɪ
perfeitamente	pˌeɾfeɪtɐmˈeɪŋtʃɪ	pˌeɾfeɪtɐmˈeɪŋtʃɪ
perfidamente	pˌeɾfidɐmˈeɪŋtʃɪ	pˌeɾfidɐmˈeɪŋtʃɪ
perigosamente	pˌeɾiɡˌozɐmˈeɪŋtʃɪ	pˌeɾiɡɔzɐmˈeɪŋtʃɪ
periodicamente	pˌeɾiˌodʒikɐmˈeɪŋtʃɪ	pˌeɾiˌodʒikɐmˈeɪŋtʃɪ
permanentemente	pˌeɾmɐnˌeɪŋtemˈeɪŋtʃɪ	pˌeɾmɐneɪŋtʃɪmˈeɪŋtʃɪ
perniciosamente	pˌeɾnisˌiozɐmˈeɪŋtʃɪ	pˌeɾnisˌiɔzɐmˈeɪŋtʃɪ
perpendicularmente	pˌeɾpeɪŋdʒˌikulaɾmˈeɪŋtʃɪ	pˌeɾpeɪŋdʒˌikulaɾmˈeɪŋtʃɪ
perpetuadamente	pˌeɾpetˌuadɐmˈeɪŋtʃɪ	pˌeɾpetˌuadɐmˈeɪŋtʃɪ
perpetuamente	pˌeɾpetˌuɐmˈeɪŋtʃɪ	pˌeɾpetuɐmˈeɪŋtʃɪ
perseverantemente	pˌeɾsevˌeɾɐ̃ŋtemˈeɪŋtʃɪ	pˌeɾsevˌeɾɐ̃ŋtʃɪmˈeɪŋtʃɪ
persistentemente	pˌeɾsistˌeɪŋtemˈeɪŋtʃɪ	pˌeɾsisteɪŋtʃɪmˈeɪŋtʃɪ
perversamente	pˌeɾveɾsɐmˈeɪŋtʃɪ	pˌeɾvɛɾsɐmˈeɪŋtʃɪ
pesadamente	pˌezadɐmˈeɪŋtʃɪ	pˌezadɐmˈeɪŋtʃɪ
pesarosamente	pˌezaɾˌozɐmˈeɪŋtʃɪ	pˌezaɾɔzɐmˈeɪŋtʃɪ
pessimamente	pˌesimɐmˈeɪŋtʃɪ	pˌesimɐmˈeɪŋtʃɪ
pessoalmente	pˌesoaʊmˈeɪŋtʃɪ	pˌesoaʊmˈeɪŋtʃɪ
piamente	pˌiɐmˈeɪŋtʃɪ	piɐmˈeɪŋtʃɪ
piedosamente	pˌiedˌozɐmˈeɪŋtʃɪ	pˌiedɔzɐmˈeɪŋtʃɪ
pifiamente	pˌifiɐmˈeɪŋtʃɪ	pˌifiɐmˈeɪŋtʃɪ
pigmente	pˌiɡmˈeɪŋtʃɪ	pˌiɡmˈeɪŋtʃɪ
placidamente	plˌasidɐmˈeɪŋtʃɪ	plˌasidɐmˈeɪŋtʃɪ
planamente	plˌɐnɐmˈeɪŋtʃɪ	plɐ̃nɐmˈeɪŋtʃɪ
platonicamente	plˌatonˌikɐmˈeɪŋtʃɪ	plˌatonikɐmˈeɪŋtʃɪ
plenamente	plˌenɐmˈeɪŋtʃɪ	plenɐmˈeɪŋtʃɪ
pleonasticamente	plˌeonˌastʃikɐmˈeɪŋtʃɪ	plˌeonˌastʃikɐmˈeɪŋtʃɪ
pobremente	pˌobɾemˈeɪŋtʃɪ	pɔbɾɪmˈeɪŋtʃɪ
poderosamente	pˌodeɾˌozɐmˈeɪŋtʃɪ	pˌodeɾɔzɐmˈeɪŋtʃɪ
poeticamente	pˌoetʃˌikɐmˈeɪŋtʃɪ	pˌoetʃikɐmˈeɪŋtʃɪ
polemicamente	pˌolemˌikɐmˈeɪŋtʃɪ	pˌolemikɐmˈeɪŋtʃɪ
polidamente	pˌolidɐmˈeɪŋtʃɪ	pˌolidɐmˈeɪŋtʃɪ
politicamente	pˌolitʃˌikɐmˈeɪŋtʃɪ	pˌolitʃikɐmˈeɪŋtʃɪ
pomposamente	pˌompozɐmˈeɪŋtʃɪ	pˌompɔzɐmˈeɪŋtʃɪ
pontualmente	pˌoŋtuaʊmˈeɪŋtʃɪ	pˌoŋtuaʊmˈeɪŋtʃɪ
popularmente	pˌopulaɾmˈeɪŋtʃɪ	pˌopulaɾmˈeɪŋtʃɪ
porcamente	pˌoɾkɐmˈeɪŋtʃɪ	pɔɾkɐmˈeɪŋtʃɪ
pormenorizadamente	pˌoɾmenˌoɾizˌadɐmˈeɪŋtʃɪ	pˌoɾmenˌoɾizadɐmˈeɪŋtʃɪ
positivamente	pˌozitʃˌivɐmˈeɪŋtʃɪ	pˌozitʃivɐmˈeɪŋtʃɪ
possivelmente	pˌosivɛʊmˈeɪŋtʃɪ	pˌosivɛʊmˈeɪŋtʃɪ
posteriormente	pˌosteɾˌioɾmˈeɪŋtʃɪ	pˌosteɾˌioɾmˈeɪŋtʃɪ
postumamente	pˌostumɐmˈeɪŋtʃɪ	pˌostumɐmˈeɪŋtʃɪ
potencialmente	pˌoteɪŋsˌiaʊmˈeɪŋtʃɪ	pˌoteɪŋsˌiaʊmˈeɪŋtʃɪ
pragmaticamente	pɾˌaɡmatʃˌikɐmˈeɪŋtʃɪ	pɾˌaɡmatʃikɐmˈeɪŋtʃɪ
praticamente	pɾˌatʃikɐmˈeɪŋtʃɪ	pɾˌatʃikɐmˈeɪŋtʃɪ
precedentemente	pɾˌesedˌeɪŋtemˈeɪŋtʃɪ	pɾˌesedeɪŋtʃɪmˈeɪŋtʃɪ
preciosamente	pɾˌesiˌozɐmˈeɪŋtʃɪ	pɾˌesiɔzɐmˈeɪŋtʃɪ
precipitadamente	pɾˌesipˌitadɐmˈeɪŋtʃɪ	pɾˌesipˌitadɐmˈeɪŋtʃɪ
precisamente	pɾˌesizɐmˈeɪŋtʃɪ	pɾˌesizɐmˈeɪŋtʃɪ
precocemente	pɾˌekosemˈeɪŋtʃɪ	pɾˌekɔsɪmˈeɪŋtʃɪ
predominantemente	pɾˌedomˌinɐ̃ŋtemˈeɪŋtʃɪ	pɾˌedomˌinɐ̃ŋtʃɪmˈeɪŋtʃɪ
preferencialmente	pɾˌefeɾˌeɪŋsiaʊmˈeɪŋtʃɪ	pɾˌefeɾˌeɪŋsiaʊmˈeɪŋtʃɪ
preferentemente	pɾˌefeɾˌeɪŋtemˈeɪŋtʃɪ	pɾˌefeɾeɪŋtʃɪmˈeɪŋtʃɪ
preferivelmente	pɾˌefeɾˌivɛʊmˈeɪŋtʃɪ	pɾˌefeɾˌivɛʊmˈeɪŋtʃɪ
preguiçosamente	pɾˌeɡisˌozɐmˈeɪŋtʃɪ	pɾˌeɡisɔzɐmˈeɪŋtʃɪ
prejudicialmente	pɾˌeʒudʒˌisiaʊmˈeɪŋtʃɪ	pɾˌeʒudʒˌisiaʊmˈeɪŋtʃɪ
preliminarmente	pɾˌelimˌinaɾmˈeɪŋtʃɪ	pɾˌelimˌinaɾmˈeɪŋtʃɪ
prematuramente	pɾˌematˌuɾɐmˈeɪŋtʃɪ	pɾˌematuɾɐmˈeɪŋtʃɪ
premeditadamente	pɾˌemedʒˌitadɐmˈeɪŋtʃɪ	pɾˌemedʒˌitadɐmˈeɪŋtʃɪ
premente	pɾˌemˈeɪŋtʃɪ	pɾˌemˈeɪŋtʃɪ
presencialmente	pɾˌezeɪŋsˌiaʊmˈeɪŋtʃɪ	pɾˌezeɪŋsˌiaʊmˈeɪŋtʃɪ
presentemente	pɾˌezeɪŋtemˈeɪŋtʃɪ	pɾˌezeɪŋtʃɪmˈeɪŋtʃɪ
pressurosamente	pɾˌesuɾˌozɐmˈeɪŋtʃɪ	pɾˌesuɾɔzɐmˈeɪŋtʃɪ
prestesmente	pɾˌestezmˈeɪŋtʃɪ	pɾestɪsmˈeɪŋtʃɪ
presumidamente	pɾˌezumˌidɐmˈeɪŋtʃɪ	pɾˌezumidɐmˈeɪŋtʃɪ
presumivelmente	pɾˌezumˌivɛʊmˈeɪŋtʃɪ	pɾˌezumˌivɛʊmˈeɪŋtʃɪ
presunçosamente	pɾˌezũŋsˌozɐmˈeɪŋtʃɪ	pɾˌezũŋsɔzɐmˈeɪŋtʃɪ
pretensamente	pɾˌeteɪŋsɐmˈeɪŋtʃɪ	pɾˌeteɪŋsɐmˈeɪŋtʃɪ
preventivamente	pɾˌeveɪŋtʃˌivɐmˈeɪŋtʃɪ	pɾˌeveɪŋtʃivɐmˈeɪŋtʃɪ
previamente	pɾˌeviɐmˈeɪŋtʃɪ	pɾˌeviɐmˈeɪŋtʃɪ
previsivelmente	pɾˌevizˌivɛʊmˈeɪŋtʃɪ	pɾˌevizˌivɛʊmˈeɪŋtʃɪ
primariamente	pɾˌimaɾˌiɐmˈeɪŋtʃɪ	pɾˌimaɾiɐmˈeɪŋtʃɪ
primeiramente	pɾˌimeɪɾɐmˈeɪŋtʃɪ	pɾˌimeɪɾɐmˈeɪŋtʃɪ
primitivamente	pɾˌimitʃˌivɐmˈeɪŋtʃɪ	pɾˌimitʃivɐmˈeɪŋtʃɪ
primordialmente	pɾˌimoɾdʒˌiaʊmˈeɪŋtʃɪ	pɾˌimoɾdʒˌiaʊmˈeɪŋtʃɪ
primorosamente	pɾˌimoɾˌozɐmˈeɪŋtʃɪ	pɾˌimoɾɔzɐmˈeɪŋtʃɪ
principalmente	pɾˌiŋsipaʊmˈeɪŋtʃɪ	pɾˌiŋsipaʊmˈeɪŋtʃɪ
prioritariamente	pɾˌioɾˌitaɾˌiɐmˈeɪŋtʃɪ	pɾˌioɾˌitaɾiɐmˈeɪŋtʃɪ
privadamente	pɾˌivadɐmˈeɪŋtʃɪ	pɾˌivadɐmˈeɪŋtʃɪ
privativamente	pɾˌivatʃˌivɐmˈeɪŋtʃɪ	pɾˌivatʃivɐmˈeɪŋtʃɪ
probabilisticamente	pɾˌobabˌilistʃˌikɐmˈeɪŋtʃɪ	pɾˌobabˌilistʃikɐmˈeɪŋtʃɪ
problematicamente	pɾˌoblemˌatʃikɐmˈeɪŋtʃɪ	pɾˌoblemˌatʃikɐmˈeɪŋtʃɪ
processionalmente	pɾˌosesˌɪonaʊmˈeɪŋtʃɪ	pɾˌosesˌɪonaʊmˈeɪŋtʃɪ
processualmente	pɾˌosesˌuaʊmˈeɪŋtʃɪ	pɾˌosesˌuaʊmˈeɪŋtʃɪ
prodigamente	pɾˌodʒiɡɐmˈeɪŋtʃɪ	pɾˌodʒiɡɐmˈeɪŋtʃɪ
prodigiosamente	pɾˌodʒiʒˌiozɐmˈeɪŋtʃɪ	pɾˌodʒiʒˌiɔzɐmˈeɪŋtʃɪ
produtivamente	pɾˌodutʃˌivɐmˈeɪŋtʃɪ	pɾˌodutʃivɐmˈeɪŋtʃɪ
proeminentemente	pɾˌoemˌineɪŋtemˈeɪŋtʃɪ	pɾˌoemˌineɪŋtʃɪmˈeɪŋtʃɪ
proficientemente	pɾˌofisˌieɪŋtemˈeɪŋtʃɪ	pɾˌofisˌieɪŋtʃɪmˈeɪŋtʃɪ
proficuamente	pɾˌofikˌuɐmˈeɪŋtʃɪ	pɾˌofikuɐmˈeɪŋtʃɪ
profissionalmente	pɾˌofisˌɪonaʊmˈeɪŋtʃɪ	pɾˌofisˌɪonaʊmˈeɪŋtʃɪ
profundamente	pɾˌofũŋdɐmˈeɪŋtʃɪ	pɾˌofũŋdɐmˈeɪŋtʃɪ
profusamente	pɾˌofuzɐmˈeɪŋtʃɪ	pɾˌofuzɐmˈeɪŋtʃɪ
programadamente	pɾˌoɡɾɐmˌadɐmˈeɪŋtʃɪ	pɾˌoɡɾɐmadɐmˈeɪŋtʃɪ
programaticamente	pɾˌoɡɾɐmˌatʃikɐmˈeɪŋtʃɪ	pɾˌoɡɾɐmˌatʃikɐmˈeɪŋtʃɪ
progressivamente	pɾˌoɡɾesˌivɐmˈeɪŋtʃɪ	pɾˌoɡɾesivɐmˈeɪŋtʃɪ
proibitivamente	pɾˌoɪbitʃˌivɐmˈeɪŋtʃɪ	pɾˌoɪbitʃivɐmˈeɪŋtʃɪ
prolongadamente	pɾˌoloŋɡˌadɐmˈeɪŋtʃɪ	pɾˌoloŋɡadɐmˈeɪŋtʃɪ
prometedoramente	pɾˌometˌedoɾɐmˈeɪŋtʃɪ	pɾˌometˌedoɾɐmˈeɪŋtʃɪ
promocionalmente	pɾˌomosˌɪonaʊmˈeɪŋtʃɪ	pɾˌomosˌɪonaʊmˈeɪŋtʃɪ
pronominalmente	pɾˌonomˌinaʊmˈeɪŋtʃɪ	pɾˌonomˌinaʊmˈeɪŋtʃɪ
prontamente	pɾˌoŋtɐmˈeɪŋtʃɪ	pɾoŋtɐmˈeɪŋtʃɪ
pronunciadamente	pɾˌonũŋsˌiadɐmˈeɪŋtʃɪ	pɾˌonũŋsˌiadɐmˈeɪŋtʃɪ
proporcionalmente	pɾˌopoɾsˌɪonaʊmˈeɪŋtʃɪ	pɾˌopoɾsˌɪonaʊmˈeɪŋtʃɪ
propositadamente	pɾˌopozˌitadɐmˈeɪŋtʃɪ	pɾˌopozˌitadɐmˈeɪŋtʃɪ
propriamente	pɾˌopɾiɐmˈeɪŋtʃɪ	pɾˌopɾiɐmˈeɪŋtʃɪ
prosaicamente	pɾˌozaɪkɐmˈeɪŋtʃɪ	pɾˌozaɪkɐmˈeɪŋtʃɪ
prosperamente	pɾˌospeɾɐmˈeɪŋtʃɪ	pɾˌospɛɾɐmˈeɪŋtʃɪ
provavelmente	pɾˌovavɛʊmˈeɪŋtʃɪ	pɾˌovavɛʊmˈeɪŋtʃɪ
providencialmente	pɾˌovidˌeɪŋsiaʊmˈeɪŋtʃɪ	pɾˌovidˌeɪŋsiaʊmˈeɪŋtʃɪ
provisoriamente	pɾˌovizˌoɾiɐmˈeɪŋtʃɪ	pɾˌovizˌoɾiɐmˈeɪŋtʃɪ
proximalmente	pɾˌosimaʊmˈeɪŋtʃɪ	pɾˌosimaʊmˈeɪŋtʃɪ
proximamente	pɾˌosimɐmˈeɪŋtʃɪ	pɾˌosimɐmˈeɪŋtʃɪ
prudentemente	pɾˌudeɪŋtemˈeɪŋtʃɪ	pɾˌudeɪŋtʃɪmˈeɪŋtʃɪ
psicologicamente	psˌikolˌoʒikɐmˈeɪŋtʃɪ	psˌikolˌoʒikɐmˈeɪŋtʃɪ
publicamente	pˌublikɐmˈeɪŋtʃɪ	pˌublikɐmˈeɪŋtʃɪ
puramente	pˌuɾɐmˈeɪŋtʃɪ	puɾɐmˈeɪŋtʃɪ
qualitativamente	kwˌalitˌatʃivɐmˈeɪŋtʃɪ	kwˌalitˌatʃivɐmˈeɪŋtʃɪ
quantitativamente	kwˌɐ̃ŋtʃitˌatʃivɐmˈeɪŋtʃɪ	kwˌɐ̃ŋtʃitˌatʃivɐmˈeɪŋtʃɪ
quimicamente	kˌimikɐmˈeɪŋtʃɪ	kˌimikɐmˈeɪŋtʃɪ
quinzenalmente	kˌiŋzenaʊmˈeɪŋtʃɪ	kˌiŋzenaʊmˈeɪŋtʃɪ
quitemente	kˌitemˈeɪŋtʃɪ	kitʃɪmˈeɪŋtʃɪ
quotidianamente	kwˌotʃidʒˌiɐnɐmˈeɪŋtʃɪ	kwˌotʃidʒˌiɐ̃nɐmˈeɪŋtʃɪ
racionalmente	xˌasɪˌonaʊmˈeɪŋtʃɪ	xˌasɪˌonaʊmˈeɪŋtʃɪ
radiantemente	xˌadʒiˌɐ̃ŋtemˈeɪŋtʃɪ	xˌadʒiɐ̃ŋtʃɪmˈeɪŋtʃɪ
radicalmente	xˌadʒikaʊmˈeɪŋtʃɪ	xˌadʒikaʊmˈeɪŋtʃɪ
raivosamente	xˌaɪvozɐmˈeɪŋtʃɪ	xˌaɪvɔzɐmˈeɪŋtʃɪ
rancorosamente	xˌɐ̃ŋkoɾˌozɐmˈeɪŋtʃɪ	xˌɐ̃ŋkoɾɔzɐmˈeɪŋtʃɪ
rapidamente	xˌapidɐmˈeɪŋtʃɪ	xˌapidɐmˈeɪŋtʃɪ
raramente	xˌaɾɐmˈeɪŋtʃɪ	xaɾɐmˈeɪŋtʃɪ
rasamente	xˌazɐmˈeɪŋtʃɪ	xazɐmˈeɪŋtʃɪ
razoavelmente	xˌazoˌavɛʊmˈeɪŋtʃɪ	xˌazoˌavɛʊmˈeɪŋtʃɪ
reabertamente	xˌeabˌeɾtɐmˈeɪŋtʃɪ	xˌeabɛɾtɐmˈeɪŋtʃɪ
reafetadamente	xˌeafˌetadɐmˈeɪŋtʃɪ	xˌeafˌetadɐmˈeɪŋtʃɪ
reagradecidamente	xˌeaɡɾˌadesˌidɐmˈeɪŋtʃɪ	xˌeaɡɾˌadesidɐmˈeɪŋtʃɪ
realimente	xˌealimˈeɪŋtʃɪ	xˌealimˈeɪŋtʃɪ
realisticamente	xˌealˌistʃikɐmˈeɪŋtʃɪ	xˌealˌistʃikɐmˈeɪŋtʃɪ
realmente	xˌeaʊmˈeɪŋtʃɪ	xˌeaʊmˈeɪŋtʃɪ
reaproximadamente	xˌeapɾˌosimˌadɐmˈeɪŋtʃɪ	xˌeapɾˌosimadɐmˈeɪŋtʃɪ
reassumidamente	xˌeasˌumidɐmˈeɪŋtʃɪ	xˌeasˌumidɐmˈeɪŋtʃɪ
rebeldemente	xˌebɛʊdemˈeɪŋtʃɪ	xˌebɛʊdʒɪmˈeɪŋtʃɪ
recasamente	xˌekazɐmˈeɪŋtʃɪ	xˌekazɐmˈeɪŋtʃɪ
recatadamente	xˌekatˌadɐmˈeɪŋtʃɪ	xˌekatadɐmˈeɪŋtʃɪ
recentemente	xˌeseɪŋtemˈeɪŋtʃɪ	xˌeseɪŋtʃɪmˈeɪŋtʃɪ
reciprocamente	xˌesipɾˌokɐmˈeɪŋtʃɪ	xˌesipɾɔkɐmˈeɪŋtʃɪ
recolhidamente	xˌekoʎˌidɐmˈeɪŋtʃɪ	xˌekoʎidɐmˈeɪŋtʃɪ
reconhecidamente	xˌekoɲˌesidɐmˈeɪŋtʃɪ	xˌekoɲˌesidɐmˈeɪŋtʃɪ
recursivamente	xˌekuɾsˌivɐmˈeɪŋtʃɪ	xˌekuɾsivɐmˈeɪŋtʃɪ
redondamente	xˌedoŋdɐmˈeɪŋtʃɪ	xˌedoŋdɐmˈeɪŋtʃɪ
redundantemente	xˌedũŋdˌɐ̃ŋtemˈeɪŋtʃɪ	xˌedũŋdɐ̃ŋtʃɪmˈeɪŋtʃɪ
reeducadamente	xˌeedˌukadɐmˈeɪŋtʃɪ	xˌeedˌukadɐmˈeɪŋtʃɪ
reequilibradamente	xˌeekˌilibɾˌadɐmˈeɪŋtʃɪ	xˌeekˌilibɾadɐmˈeɪŋtʃɪ
refermente	xˌefeɾmˈeɪŋtʃɪ	xˌefeɾmˈeɪŋtʃɪ
reflexivamente	xˌefleksˌivɐmˈeɪŋtʃɪ	xˌefleksivɐmˈeɪŋtʃɪ
regaladamente	xˌeɡalˌadɐmˈeɪŋtʃɪ	xˌeɡaladɐmˈeɪŋtʃɪ
regiamente	xˌeʒiɐmˈeɪŋtʃɪ	xˌeʒiɐmˈeɪŋtʃɪ
regimente	xˌeʒimˈeɪŋtʃɪ	xˌeʒimˈeɪŋtʃɪ
regionalmente	xˌeʒɪˌonaʊmˈeɪŋtʃɪ	xˌeʒɪˌonaʊmˈeɪŋtʃɪ
regradamente	xˌeɡɾadɐmˈeɪŋtʃɪ	xˌeɡɾadɐmˈeɪŋtʃɪ
regressivamente	xˌeɡɾesˌivɐmˈeɪŋtʃɪ	xˌeɡɾesivɐmˈeɪŋtʃɪ
reguladamente	xˌeɡulˌadɐmˈeɪŋtʃɪ	xˌeɡuladɐmˈeɪŋtʃɪ
regulamente	xˌeɡulɐmˈeɪŋtʃɪ	xˌeɡulɐmˈeɪŋtʃɪ
regularmente	xˌeɡulaɾmˈeɪŋtʃɪ	xˌeɡulaɾmˈeɪŋtʃɪ
reimplemente	xˌeimplemˈeɪŋtʃɪ	xˌeimplɪmˈeɪŋtʃɪ
reiteradamente	xˌeɪteɾˌadɐmˈeɪŋtʃɪ	xˌeɪteɾadɐmˈeɪŋtʃɪ
relativamente	xˌelatʃˌivɐmˈeɪŋtʃɪ	xˌelatʃivɐmˈeɪŋtʃɪ
relevantemente	xˌelevˌɐ̃ŋtemˈeɪŋtʃɪ	xˌelevɐ̃ŋtʃɪmˈeɪŋtʃɪ
religiosamente	xˌeliʒˌiozɐmˈeɪŋtʃɪ	xˌeliʒˌiɔzɐmˈeɪŋtʃɪ
relutantemente	xˌelutˌɐ̃ŋtemˈeɪŋtʃɪ	xˌelutɐ̃ŋtʃɪmˈeɪŋtʃɪ
remotamente	xˌemotɐmˈeɪŋtʃɪ	xˌemɔtɐmˈeɪŋtʃɪ
remunerativamente	xˌemunˌeɾatʃˌivɐmˈeɪŋtʃɪ	xˌemunˌeɾatʃivɐmˈeɪŋtʃɪ
renitentemente	xˌenitˌeɪŋtemˈeɪŋtʃɪ	xˌeniteɪŋtʃɪmˈeɪŋtʃɪ
repavimente	xˌepavimˈeɪŋtʃɪ	xˌepavimˈeɪŋtʃɪ
repentinamente	xˌepeɪŋtʃˌinɐmˈeɪŋtʃɪ	xˌepeɪŋtʃinɐmˈeɪŋtʃɪ
repetidamente	xˌepetʃˌidɐmˈeɪŋtʃɪ	xˌepetʃidɐmˈeɪŋtʃɪ
repreensivamente	xˌepɾeˌeɪŋsivɐmˈeɪŋtʃɪ	xˌepɾeˌeɪŋsivɐmˈeɪŋtʃɪ
repreensivelmente	xˌepɾeˌeɪŋsivɛʊmˈeɪŋtʃɪ	xˌepɾeˌeɪŋsivɛʊmˈeɪŋtʃɪ
repressivamente	xˌepɾesˌivɐmˈeɪŋtʃɪ	xˌepɾesivɐmˈeɪŋtʃɪ
reservadamente	xˌezeɾvˌadɐmˈeɪŋtʃɪ	xˌezeɾvadɐmˈeɪŋtʃɪ
resignadamente	xˌeziɡnˌadɐmˈeɪŋtʃɪ	xˌeziɡnadɐmˈeɪŋtʃɪ
resistentemente	xˌezistˌeɪŋtemˈeɪŋtʃɪ	xˌezisteɪŋtʃɪmˈeɪŋtʃɪ
resolutamente	xˌezolˌutɐmˈeɪŋtʃɪ	xˌezolutɐmˈeɪŋtʃɪ
respectivamente	xˌespektʃˌivɐmˈeɪŋtʃɪ	xˌespektʃivɐmˈeɪŋtʃɪ
respeitadamente	xˌespeɪtˌadɐmˈeɪŋtʃɪ	xˌespeɪtadɐmˈeɪŋtʃɪ
respeitavelmente	xˌespeɪtˌavɛʊmˈeɪŋtʃɪ	xˌespeɪtˌavɛʊmˈeɪŋtʃɪ
respeitosamente	xˌespeɪtˌozɐmˈeɪŋtʃɪ	xˌespeɪtɔzɐmˈeɪŋtʃɪ
respetivamente	xˌespetʃˌivɐmˈeɪŋtʃɪ	xˌespetʃivɐmˈeɪŋtʃɪ
resplandecentemente	xˌesplɐ̃ŋdˌeseɪŋtemˈeɪŋtʃɪ	xˌesplɐ̃ŋdˌeseɪŋtʃɪmˈeɪŋtʃɪ
responsavelmente	xˌespoŋsˌavɛʊmˈeɪŋtʃɪ	xˌespoŋsˌavɛʊmˈeɪŋtʃɪ
ressonantemente	xˌesonˌɐ̃ŋtemˈeɪŋtʃɪ	xˌesonɐ̃ŋtʃɪmˈeɪŋtʃɪ
restritamente	xˌestɾitɐmˈeɪŋtʃɪ	xˌestɾitɐmˈeɪŋtʃɪ
restritivamente	xˌestɾitʃˌivɐmˈeɪŋtʃɪ	xˌestɾitʃivɐmˈeɪŋtʃɪ
resumidamente	xˌezumˌidɐmˈeɪŋtʃɪ	xˌezumidɐmˈeɪŋtʃɪ
retamente	xˌetɐmˈeɪŋtʃɪ	xɛtɐmˈeɪŋtʃɪ
retroativamente	xˌetɾoˌatʃivɐmˈeɪŋtʃɪ	xˌetɾoˌatʃivɐmˈeɪŋtʃɪ
retrospetivamente	xˌetɾospˌetʃivɐmˈeɪŋtʃɪ	xˌetɾospˌetʃivɐmˈeɪŋtʃɪ
reverencialmente	xˌeveɾˌeɪŋsiaʊmˈeɪŋtʃɪ	xˌeveɾˌeɪŋsiaʊmˈeɪŋtʃɪ
reverentemente	xˌeveɾˌeɪŋtemˈeɪŋtʃɪ	xˌeveɾeɪŋtʃɪmˈeɪŋtʃɪ
revezadamente	xˌevezˌadɐmˈeɪŋtʃɪ	xˌevezadɐmˈeɪŋtʃɪ
revolucionariamente	xˌevolˌusɪˌonaɾˌiɐmˈeɪŋtʃɪ	xˌevolˌusɪˌonaɾiɐmˈeɪŋtʃɪ
ricamente	xˌikɐmˈeɪŋtʃɪ	xikɐmˈeɪŋtʃɪ
ridiculamente	xˌidʒikˌulɐmˈeɪŋtʃɪ	xˌidʒikulɐmˈeɪŋtʃɪ
rigidamente	xˌiʒidɐmˈeɪŋtʃɪ	xˌiʒidɐmˈeɪŋtʃɪ
rigorosamente	xˌiɡoɾˌozɐmˈeɪŋtʃɪ	xˌiɡoɾɔzɐmˈeɪŋtʃɪ
rijamente	xˌiʒɐmˈeɪŋtʃɪ	xiʒɐmˈeɪŋtʃɪ
ritmicamente	xˌitmikɐmˈeɪŋtʃɪ	xˌitmikɐmˈeɪŋtʃɪ
ritualmente	xˌituaʊmˈeɪŋtʃɪ	xˌituaʊmˈeɪŋtʃɪ
romanticamente	xˌomɐ̃ŋtʃˌikɐmˈeɪŋtʃɪ	xˌomɐ̃ŋtʃikɐmˈeɪŋtʃɪ
rotativamente	xˌotatʃˌivɐmˈeɪŋtʃɪ	xˌotatʃivɐmˈeɪŋtʃɪ
rotineiramente	xˌotʃinˌeɪɾɐmˈeɪŋtʃɪ	xˌotʃineɪɾɐmˈeɪŋtʃɪ
roucamente	xˌoʊkɐmˈeɪŋtʃɪ	xoʊkɐmˈeɪŋtʃɪ
rudemente	xˌudemˈeɪŋtʃɪ	xudʒɪmˈeɪŋtʃɪ
ruidosamente	xˌuidˌozɐmˈeɪŋtʃɪ	xˌuidɔzɐmˈeɪŋtʃɪ
ruinosamente	xˌuinˌozɐmˈeɪŋtʃɪ	xˌuinɔzɐmˈeɪŋtʃɪ
rusticamente	xˌustʃikɐmˈeɪŋtʃɪ	xˌustʃikɐmˈeɪŋtʃɪ
sabiamente	sˌabiɐmˈeɪŋtʃɪ	sˌabiɐmˈeɪŋtʃɪ
saborosamente	sˌaboɾˌozɐmˈeɪŋtʃɪ	sˌaboɾɔzɐmˈeɪŋtʃɪ
sacramentalmente	sˌakɾɐmˌeɪŋtaʊmˈeɪŋtʃɪ	sˌakɾɐmˌeɪŋtaʊmˈeɪŋtʃɪ
sacramente	sˌakɾɐmˈeɪŋtʃɪ	sakɾɐmˈeɪŋtʃɪ
sadiamente	sˌadʒiɐmˈeɪŋtʃɪ	sˌadʒiɐmˈeɪŋtʃɪ
sadicamente	sˌadʒikɐmˈeɪŋtʃɪ	sˌadʒikɐmˈeɪŋtʃɪ
sagazmente	sˌaɡazmˈeɪŋtʃɪ	sˌaɡasmˈeɪŋtʃɪ
sagradamente	sˌaɡɾadɐmˈeɪŋtʃɪ	sˌaɡɾadɐmˈeɪŋtʃɪ
salarialmente	sˌalaɾˌiaʊmˈeɪŋtʃɪ	sˌalaɾˌiaʊmˈeɪŋtʃɪ
salteadamente	sˌaʊteˌadɐmˈeɪŋtʃɪ	sˌaʊteadɐmˈeɪŋtʃɪ
sarcasticamente	sˌaɾkastʃˌikɐmˈeɪŋtʃɪ	sˌaɾkastʃikɐmˈeɪŋtʃɪ
